GHRWAGE,GHRWGE_1,GOUTPH_1,GOUTPH_2,GOUTPHR,HRWAGE,LHRWAGE,LOUTPHR,LWKHOURS,OUTPHR,T,WKEARNS,WKHOURS,YEAR,EQ01,EQ02,EQ03
0.0175489187240601,0.0268303155899048,0.0318408,0.022305965423584,0.0113315582275391,4.273834,1.45251131057739,4.26268,3.653252,71,14,164.97,38.6,1960,1.11253692992709e-307,7.78775850762457e-308,6.11895311335562e-308
0.0134869813919067,0.0175489187240601,0.0113315582275391,0.0318408,0.030515193939209,4.331866,1.4659982919693,4.293195,3.653252,73.2,15,167.21,38.6,1961,1.11253743017425e-308,1.11253747331939e-308,1.11253751599502e-308
0.0265864133834839,0.0134869813919067,0.030515193939209,0.0113315582275391,0.0322608947753906,4.448579,1.49258470535278,4.325456,3.65583968162537,75.6,16,172.16,38.7,1962,1.11304196452707e-308,1.11303347654391e-308,1.11303347654391e-308
0.01475203,0.0265864133834839,0.0322608947753906,0.030515193939209,0.0350914,4.514691,1.5073367357254,4.36054754257202,3.65842032432556,78.3,17,175.17,38.8,1963,1.14602096183714e-308,1.14884533823492e-308,1.15160499376107e-308
0.0207397937774658,0.01475203,0.0350914,0.0322608947753906,0.0388278961181641,4.60930252075195,1.52807652950287,4.39937543869019,3.65583968162537,81.4,18,178.38,38.7,1964,1.1125379902515e-308,1.1125379902515e-308,1.1125379902515e-308
0.0241363048553467,0.0207397937774658,0.0388278961181641,0.0350914,0.02427292,4.72190761566162,1.55221283435822,4.42364835739136,3.65842032432556,83.4,19,183.21,38.8,1965,1.1125369292536e-308,1.1125369292536e-308,1.1125369292536e-308
0.0114794969558716,0.0241363048553467,0.02427292,0.0388278961181641,0.0213532447814941,4.776425,1.56369233131409,4.44500160217285,3.653252,85.2,20,184.37,38.6,1966,0,0,0
0.01815796,0.0114794969558716,0.0213532447814941,0.02427292,0.02205515,4.86394739151001,1.58185029029846,4.467057,3.637586,87.1,21,184.83,38,1967,0,0,0
0.02057898,0.01815796,0.02205515,0.0213532447814941,0.02606392,4.96507930755615,1.60242927074432,4.4931206703186,3.632309,89.4,22,187.68,37.8,1968,0,0,0
0.0119830369949341,0.02057898,0.02606392,0.02205515,-0.00448417663574219,5.024934,1.61441230773926,4.48863649368286,3.62966,89,23,189.44,37.7,1969,0,0,0
0.00275838375091553,0.0119830369949341,-0.00448417663574219,0.02606392,0.00336504,5.038814,1.61717069149017,4.4920015335083,3.613617,89.3,24,186.94,37.1,1970,0,0,0
0.024689793586731,0.00275838375091553,0.00336504,-0.00448417663574219,0.0286993980407715,5.16476964950562,1.6418604850769,4.520701,3.60821151733398,91.9,25,190.58,36.9,1971,0,0,0
0.0375572443008423,0.024689793586731,0.0286993980407715,0.00336504,0.0300130844116211,5.3624324798584,1.67941772937775,4.550714,3.610918,94.7,26,198.41,37,1972,0,0,0
0.0024038553237915,0.0375572443008423,0.0300130844116211,0.0286993980407715,0.0177922248840332,5.37533855438232,1.68182158470154,4.568506,3.60821151733398,96.4,27,198.35,36.9,1973,0,0,0
-0.0314784049987793,0.0024038553237915,0.0177922248840332,0.0300130844116211,-0.0220251083374023,5.208767,1.65034317970276,4.546481,3.597312,94.3,28,190.12,36.5,1974,6.58887371451908e-83,6.58887371451908e-83,6.58887371451908e-83
-0.02083099,-0.0314784049987793,-0.0220251083374023,0.0177922248840332,0.0178670883178711,5.10138559341431,1.62951219081879,4.564348,3.58629274368286,96,29,184.16,36.1,1975,0,0,0
0.0145010948181152,-0.02083099,0.0178670883178711,-0.0220251083374023,0.0257082,5.17590045928955,1.6440132856369,4.59005641937256,3.58629274368286,98.5,30,186.85,36.1,1976,0,0,0
0.0142147541046143,0.0145010948181152,0.0257082,0.0178670883178711,0.01511383,5.25,1.658228,4.60517,3.583519,100,31,189,36,1977,0,0,0
0.007209897,0.0142147541046143,0.01511383,0.0257082,0.007967949,5.28798866271973,1.665438,4.613138,3.577948,100.8,32,189.31,35.8,1978,0,0,0
-0.0288645029067993,0.007209897,0.007967949,0.01511383,-0.0149927139282227,5.137535,1.63657343387604,4.59814548492432,3.57515072822571,99.3,33,183.41,35.7,1979,0,0,0
-0.04866874,-0.0288645029067993,-0.0149927139282227,0.007967949,-0.005047798,4.89348459243774,1.58790469169617,4.59309768676758,3.563883,98.8,34,172.74,35.3,1980,0,0,0
-0.0123878717422485,-0.04866874,-0.005047798,-0.0149927139282227,0.0100703239440918,4.83323860168457,1.57551681995392,4.603168,3.561046,99.8,35,170.13,35.2,1981,0,0,0
-0.000634670257568359,-0.0123878717422485,0.0100703239440918,-0.005047798,-0.006030083,4.83017253875732,1.57488214969635,4.597138,3.54961729049683,99.2,36,168.09,34.8,1982,0,0,0
0.0129526853561401,-0.000634670257568359,-0.006030083,0.0100703239440918,0.0327248573303223,4.89314270019531,1.58783483505249,4.629863,3.555348,102.5,37,171.26,35,1983,0,0,0
0.00313818454742432,0.0129526853561401,0.0327248573303223,-0.006030083,0.0202808380126953,4.908522605896,1.590973,4.65014362335205,3.561046,104.6,38,172.78,35.2,1984,0,0,0
-0.005193949,0.00313818454742432,0.0202808380126953,0.0327248573303223,0.0142383575439453,4.8830943107605,1.585779,4.664382,3.552487,106.1,39,170.42,34.9,1985,0,0,0
0.00667643547058106,-0.005193949,0.0142383575439453,0.0202808380126953,0.019599437713623,4.915805,1.59245550632477,4.68398141860962,3.54961729049683,108.2,40,171.07,34.8,1986,0,0,0
-0.01051867,0.00667643547058106,0.019599437713623,0.0142383575439453,0.007366657,4.864368,1.58193683624268,4.691348,3.54961729049683,109,41,169.28,34.8,1987,0,0,0
